"Notes","Occurrence State","Occurrence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Minnesota","27","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2721,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",13540,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Mental and behavioural disorders","F01-F99",18632,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the nervous system","G00-G98",9257,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the eye and adnexa","H00-H59",128,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the ear and mastoid process","H60-H95",41,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the circulatory system","I00-I99",30401,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the respiratory system","J00-J98",15315,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the digestive system","K00-K92",5118,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",656,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",2277,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Diseases of the genitourinary system","N00-N99",6277,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Pregnancy, childbirth and the puerperium","O00-O99",14,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Certain conditions originating in the perinatal period","P00-P96",215,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",460,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10754,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",5764,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","Codes for special purposes","U00-U99",5834,Not Applicable,Not Applicable
,"Minnesota","27","2020","2020","External causes of morbidity and mortality","V01-Y89",6570,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Certain infectious and parasitic diseases","A00-B99",4471,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Neoplasms","C00-D48",13025,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2846,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",14021,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Mental and behavioural disorders","F01-F99",17583,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the nervous system","G00-G98",8410,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the eye and adnexa","H00-H59",114,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the ear and mastoid process","H60-H95",38,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the circulatory system","I00-I99",30290,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the respiratory system","J00-J98",15194,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the digestive system","K00-K92",5423,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",682,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",2338,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Diseases of the genitourinary system","N00-N99",6562,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Pregnancy, childbirth and the puerperium","O00-O99",19,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Certain conditions originating in the perinatal period","P00-P96",214,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",483,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10968,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",6198,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","Codes for special purposes","U00-U99",5179,Not Applicable,Not Applicable
,"Minnesota","27","2021","2021","External causes of morbidity and mortality","V01-Y89",7098,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Certain infectious and parasitic diseases","A00-B99",4171,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Neoplasms","C00-D48",13130,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3017,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",14191,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Mental and behavioural disorders","F01-F99",17886,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the nervous system","G00-G98",8710,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the eye and adnexa","H00-H59",134,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the ear and mastoid process","H60-H95",53,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the circulatory system","I00-I99",30616,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the respiratory system","J00-J98",14109,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the digestive system","K00-K92",5504,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",777,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",2336,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Diseases of the genitourinary system","N00-N99",6328,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",11,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Certain conditions originating in the perinatal period","P00-P96",210,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",500,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",11717,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",6405,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","Codes for special purposes","U00-U99",3356,Not Applicable,Not Applicable
,"Minnesota","27","2022","2022","External causes of morbidity and mortality","V01-Y89",6980,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Certain infectious and parasitic diseases","A00-B99",3980,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Neoplasms","C00-D48",13118,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2993,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",13742,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Mental and behavioural disorders","F01-F99",17386,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the nervous system","G00-G98",8724,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the eye and adnexa","H00-H59",128,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the ear and mastoid process","H60-H95",59,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the circulatory system","I00-I99",29570,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the respiratory system","J00-J98",13062,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the digestive system","K00-K92",5313,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",800,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",2301,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Diseases of the genitourinary system","N00-N99",5899,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Pregnancy, childbirth and the puerperium","O00-O99",18,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Certain conditions originating in the perinatal period","P00-P96",191,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",494,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",11224,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",6149,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","Codes for special purposes","U00-U99",1494,Not Applicable,Not Applicable
,"Minnesota","27","2023","2023","External causes of morbidity and mortality","V01-Y89",6515,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",3946,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Neoplasms","C00-D48",13243,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",3222,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",13710,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",17482,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",9198,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the eye and adnexa","H00-H59",114,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the ear and mastoid process","H60-H95",53,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",30171,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",12981,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",5426,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",801,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",2374,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",5986,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Pregnancy, childbirth and the puerperium","O00-O99",16,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",214,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",494,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",11441,Not Applicable,Not Applicable
,"Minnesota","27","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",5997,Not Applicable,Not Applicable
