"Notes","Residence 2013 Urbanization","Residence 2013 Urbanization Code","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"Small Metro","4","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","Black or African American","2054-5",83,Not Available,Not Available
,"Small Metro","4","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","White","2106-3",478,Not Available,Not Available
,"Small Metro","4","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","More than one race","M",17,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","American Indian or Alaska Native","1002-5",14,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","Black or African American","2054-5",154,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","White","2106-3",1451,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","More than one race","M",11,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","Asian","A",11,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","Black or African American","2054-5",169,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","White","2106-3",1294,Not Available,Not Available
,"Small Metro","4","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","More than one race","M",17,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Female","F","American Indian or Alaska Native","1002-5",150,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Female","F","Asian","A",68,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Female","F","Black or African American","2054-5",604,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Female","F","White","2106-3",7065,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Female","F","More than one race","M",69,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Male","M","American Indian or Alaska Native","1002-5",341,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Male","M","Asian","A",128,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Male","M","Black or African American","2054-5",1807,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",34,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Male","M","White","2106-3",14311,Not Available,Not Available
,"Small Metro","4","2019","2019","External causes of morbidity and mortality","V01-Y89","Male","M","More than one race","M",177,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Female","F","American Indian or Alaska Native","1002-5",44,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Female","F","Asian","A",31,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Female","F","Black or African American","2054-5",427,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Female","F","White","2106-3",2861,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Female","F","More than one race","M",14,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Male","M","American Indian or Alaska Native","1002-5",32,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Male","M","Asian","A",23,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Male","M","Black or African American","2054-5",506,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Male","M","White","2106-3",2881,Not Available,Not Available
,"Small Metro","4","2020","2020","Certain infectious and parasitic diseases","A00-B99","Male","M","More than one race","M",17,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Female","F","American Indian or Alaska Native","1002-5",183,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Female","F","Asian","A",304,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Female","F","Black or African American","2054-5",2393,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",28,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Female","F","White","2106-3",26479,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Female","F","More than one race","M",102,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Male","M","American Indian or Alaska Native","1002-5",187,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Male","M","Asian","A",227,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Male","M","Black or African American","2054-5",2630,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",27,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Male","M","White","2106-3",30851,Not Available,Not Available
,"Small Metro","4","2020","2020","Neoplasms","C00-D48","Male","M","More than one race","M",121,Not Available,Not Available
,"Small Metro","4","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","Black or African American","2054-5",115,Not Available,Not Available
,"Small Metro","4","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","White","2106-3",499,Not Available,Not Available
,"Small Metro","4","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","Black or African American","2054-5",77,Not Available,Not Available
,"Small Metro","4","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","White","2106-3",435,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","American Indian or Alaska Native","1002-5",105,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Asian","A",92,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Black or African American","2054-5",992,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",10,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","White","2106-3",6987,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","More than one race","M",30,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","American Indian or Alaska Native","1002-5",127,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Asian","A",83,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Black or African American","2054-5",1087,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","White","2106-3",7891,Not Available,Not Available
,"Small Metro","4","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","More than one race","M",38,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Female","F","American Indian or Alaska Native","1002-5",72,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Female","F","Asian","A",64,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Female","F","Black or African American","2054-5",539,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Female","F","White","2106-3",9065,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Female","F","More than one race","M",32,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Male","M","American Indian or Alaska Native","1002-5",55,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Male","M","Asian","A",28,Not Available,Not Available
,"Small Metro","4","2020","2020","Mental and behavioural disorders","F01-F99","Male","M","Black or African American","2054-5",427,Not Available,Not Available
